date,cash,total_value,market_value,unit_net_value,units,static_unit_net_value
2022-09-26,5996235.1618,9992235.1618,3996000.0,0.999224,10000000.0,1.0
2022-09-27,5996235.1618,10042185.1618,4045950.0,1.004219,10000000.0,0.9992
2022-09-28,5996235.1618,10028865.1618,4032630.0,1.002887,10000000.0,1.0042
2022-09-29,5996235.1618,9945615.1618,3949380.0,0.994562,10000000.0,1.0029
2022-09-30,5996235.1618,9938955.1618,3942720.0,0.993896,10000000.0,0.9946
2022-10-10,5996235.1618,9815745.1618,3819510.0,0.981575,10000000.0,0.9939
2022-10-11,5996235.1618,9819075.1618,3822840.0,0.981908,10000000.0,0.9816
2022-10-12,5996235.1618,9859035.1618,3862800.0,0.985904,10000000.0,0.9819
2022-10-13,5996235.1618,9772455.1618,3776220.0,0.977246,10000000.0,0.9859
2022-10-14,5996235.1618,9835725.1618,3839490.0,0.983573,10000000.0,0.9772
2022-10-17,5996235.1618,9819075.1618,3822840.0,0.981908,10000000.0,0.9836
2022-10-18,5996235.1618,9819075.1618,3822840.0,0.981908,10000000.0,0.9819
2022-10-19,5996235.1618,9755805.1618,3759570.0,0.975581,10000000.0,0.9819
2022-10-20,5996235.1618,9725835.1618,3729600.0,0.972584,10000000.0,0.9756
2022-10-21,5996235.1618,9689205.1618,3692970.0,0.968921,10000000.0,0.9726
2022-10-24,5996235.1618,9532695.1618,3536460.0,0.95327,10000000.0,0.9689
2022-10-25,5996235.1618,9542685.1618,3546450.0,0.954269,10000000.0,0.9533
2022-10-26,5996235.1618,9546015.1618,3549780.0,0.954602,10000000.0,0.9543
2022-10-27,5996235.1618,9552675.1618,3556440.0,0.955268,10000000.0,0.9546
2022-10-28,5996235.1618,9466095.1618,3469860.0,0.94661,10000000.0,0.9553
2022-10-31,5996235.1618,9439455.1618,3443220.0,0.943946,10000000.0,0.9466
2022-11-01,5996235.1618,9549345.1618,3553110.0,0.954935,10000000.0,0.9439
2022-11-02,5996235.1618,9536025.1618,3539790.0,0.953603,10000000.0,0.9549
2022-11-03,5996235.1618,9472755.1618,3476520.0,0.947276,10000000.0,0.9536
2022-11-04,5996235.1618,9599295.1618,3603060.0,0.95993,10000000.0,0.9473
2022-11-07,5996235.1618,9619275.1618,3623040.0,0.961928,10000000.0,0.9599
2022-11-08,5996235.1618,9609285.1618,3613050.0,0.960929,10000000.0,0.9619
2022-11-09,5996235.1618,9622605.1618,3626370.0,0.962261,10000000.0,0.9609
2022-11-10,5996235.1618,9615945.1618,3619710.0,0.961595,10000000.0,0.9623
2022-11-11,5996235.1618,9802425.1618,3806190.0,0.980243,10000000.0,0.9616
2022-11-14,5996235.1618,9975585.1618,3979350.0,0.997559,10000000.0,0.9802
2022-11-15,5996235.1618,9995565.1618,3999330.0,0.999557,10000000.0,0.9976
2022-11-16,5996235.1618,9932295.1618,3936060.0,0.99323,10000000.0,0.9996
2022-11-17,5996235.1618,9889005.1618,3892770.0,0.988901,10000000.0,0.9932
2022-11-18,5996235.1618,9855705.1618,3859470.0,0.985571,10000000.0,0.9889
2022-11-21,5996235.1618,9812415.1618,3816180.0,0.981242,10000000.0,0.9856
2022-11-22,5996235.1618,9932295.1618,3936060.0,0.99323,10000000.0,0.9812
2022-11-23,5996235.1618,9932295.1618,3936060.0,0.99323,10000000.0,0.9932
2022-11-24,5996235.1618,9915645.1618,3919410.0,0.991565,10000000.0,0.9932
2022-11-25,5996235.1618,10048845.1618,4052610.0,1.004885,10000000.0,0.9916
2022-11-28,5996235.1618,9928965.1618,3932730.0,0.992897,10000000.0,1.0049
2022-11-29,5996235.1618,10321905.1618,4325670.0,1.032191,10000000.0,0.9929
2022-11-30,5996235.1618,10335225.1618,4338990.0,1.033523,10000000.0,1.0322
2022-12-01,5996235.1618,10358535.1618,4362300.0,1.035854,10000000.0,1.0335
2022-12-02,5996235.1618,10291935.1618,4295700.0,1.029194,10000000.0,1.0359
2022-12-05,5996235.1618,10501725.1618,4505490.0,1.050173,10000000.0,1.0292
2022-12-06,5996235.1618,10468425.1618,4472190.0,1.046843,10000000.0,1.0502
2022-12-07,5996235.1618,10375185.1618,4378950.0,1.037519,10000000.0,1.0468
2022-12-08,5996235.1618,10445115.1618,4448880.0,1.044512,10000000.0,1.0375
2022-12-09,5996235.1618,10558335.1618,4562100.0,1.055834,10000000.0,1.0445
2022-12-12,5996235.1618,10361865.1618,4365630.0,1.036187,10000000.0,1.0558
2022-12-13,5996235.1618,10405155.1618,4408920.0,1.040516,10000000.0,1.0362
2022-12-14,5996235.1618,10401825.1618,4405590.0,1.040183,10000000.0,1.0405
2022-12-15,5996235.1618,10358535.1618,4362300.0,1.035854,10000000.0,1.0402
2022-12-16,5996235.1618,10438455.1618,4442220.0,1.043846,10000000.0,1.0359
2022-12-19,5996235.1618,10338555.1618,4342320.0,1.033856,10000000.0,1.0438
2022-12-20,5996235.1618,10245315.1618,4249080.0,1.024532,10000000.0,1.0339
2022-12-21,5996235.1618,10288605.1618,4292370.0,1.028861,10000000.0,1.0245
2022-12-22,5996235.1618,10308585.1618,4312350.0,1.030859,10000000.0,1.0289
2022-12-23,5996235.1618,10318575.1618,4322340.0,1.031858,10000000.0,1.0309
2022-12-26,5996235.1618,10248645.1618,4252410.0,1.024865,10000000.0,1.0319
2022-12-27,5996235.1618,10361865.1618,4365630.0,1.036187,10000000.0,1.0249
2022-12-28,5996235.1618,10371855.1618,4375620.0,1.037186,10000000.0,1.0362
2022-12-29,5996235.1618,10335225.1618,4338990.0,1.033523,10000000.0,1.0372
2022-12-30,5996235.1618,10378515.1618,4382280.0,1.037852,10000000.0,1.0335
2023-01-03,5996235.1618,10581645.1618,4585410.0,1.058165,10000000.0,1.0379
2023-01-04,5996235.1618,10764795.1618,4768560.0,1.07648,10000000.0,1.0582
2023-01-05,5996235.1618,10818075.1618,4821840.0,1.081808,10000000.0,1.0765
2023-01-06,5996235.1618,10864695.1618,4868460.0,1.08647,10000000.0,1.0818
2023-01-09,5996235.1618,10924635.1618,4928400.0,1.092464,10000000.0,1.0865
2023-01-10,5996235.1618,10804755.1618,4808520.0,1.080476,10000000.0,1.0925
2023-01-11,5996235.1618,10881345.1618,4885110.0,1.088135,10000000.0,1.0805
2023-01-12,5996235.1618,10881345.1618,4885110.0,1.088135,10000000.0,1.0881
2023-01-13,5996235.1618,10974585.1618,4978350.0,1.097459,10000000.0,1.0881
2023-01-16,5996235.1618,11017875.1618,5021640.0,1.101788,10000000.0,1.0975
2023-01-17,5996235.1618,10981245.1618,4985010.0,1.098125,10000000.0,1.1018
2023-01-18,5996235.1618,11027865.1618,5031630.0,1.102787,10000000.0,1.0981
2023-01-19,5996235.1618,11021205.1618,5024970.0,1.102121,10000000.0,1.1028
2023-01-20,5996235.1618,11034525.1618,5038290.0,1.103453,10000000.0,1.1021
2023-01-30,5996235.1618,11041185.1618,5044950.0,1.104119,10000000.0,1.1035
2023-01-31,5996235.1618,10987905.1618,4991670.0,1.098791,10000000.0,1.1041
2023-02-01,5996235.1618,10891335.1618,4895100.0,1.089134,10000000.0,1.0988
2023-02-02,5996235.1618,10858035.1618,4861800.0,1.085804,10000000.0,1.0891
2023-02-03,5996235.1618,10764795.1618,4768560.0,1.07648,10000000.0,1.0858
2023-02-06,5996235.1618,10658235.1618,4662000.0,1.065824,10000000.0,1.0765
2023-02-07,5996235.1618,10728165.1618,4731930.0,1.072817,10000000.0,1.0658
2023-02-08,5996235.1618,10671555.1618,4675320.0,1.067156,10000000.0,1.0728
2023-02-09,5996235.1618,10701525.1618,4705290.0,1.070153,10000000.0,1.0672
2023-02-10,5996235.1618,10651575.1618,4655340.0,1.065158,10000000.0,1.0702
2023-02-13,5996235.1618,10598295.1618,4602060.0,1.05983,10000000.0,1.0652
2023-02-14,5996235.1618,10644915.1618,4648680.0,1.064492,10000000.0,1.0598
2023-02-15,5996235.1618,10548345.1618,4552110.0,1.054835,10000000.0,1.0645
2023-02-16,5996235.1618,10525035.1618,4528800.0,1.052504,10000000.0,1.0548
2023-02-17,5996235.1618,10468425.1618,4472190.0,1.046843,10000000.0,1.0525
2023-02-20,5996235.1618,10708185.1618,4711950.0,1.070819,10000000.0,1.0468
2023-02-21,5996235.1618,10691535.1618,4695300.0,1.069154,10000000.0,1.0708
2023-02-22,5996235.1618,10664895.1618,4668660.0,1.06649,10000000.0,1.0692
2023-02-23,5996235.1618,10674885.1618,4678650.0,1.067489,10000000.0,1.0665
2023-02-24,5996235.1618,10611615.1618,4615380.0,1.061162,10000000.0,1.0675
2023-02-27,5996235.1618,10555005.1618,4558770.0,1.055501,10000000.0,1.0612
2023-02-28,5996235.1618,10584975.1618,4588740.0,1.058498,10000000.0,1.0555
2023-03-01,5996235.1618,10714845.1618,4718610.0,1.071485,10000000.0,1.0585
2023-03-02,5996235.1618,10738155.1618,4741920.0,1.073816,10000000.0,1.0715
2023-03-03,5996235.1618,10754805.1618,4758570.0,1.075481,10000000.0,1.0738
2023-03-06,5996235.1618,10608285.1618,4612050.0,1.060829,10000000.0,1.0755
2023-03-07,5996235.1618,10555005.1618,4558770.0,1.055501,10000000.0,1.0608
2023-03-08,5996235.1618,10501725.1618,4505490.0,1.050173,10000000.0,1.0555
2023-03-09,5996235.1618,10391835.1618,4395600.0,1.039184,10000000.0,1.0502
2023-03-10,5996235.1618,10371855.1618,4375620.0,1.037186,10000000.0,1.0392
2023-03-13,5996235.1618,10341885.1618,4345650.0,1.034189,10000000.0,1.0372
2023-03-14,5996235.1618,10281945.1618,4285710.0,1.028195,10000000.0,1.0342
2023-03-15,5996235.1618,10341885.1618,4345650.0,1.034189,10000000.0,1.0282
2023-03-16,5996235.1618,10265295.1618,4269060.0,1.02653,10000000.0,1.0342
2023-03-17,5996235.1618,10241985.1618,4245750.0,1.024199,10000000.0,1.0265
2023-03-20,5996235.1618,10182045.1618,4185810.0,1.018205,10000000.0,1.0242
2023-03-21,5996235.1618,10225335.1618,4229100.0,1.022534,10000000.0,1.0182
2023-03-22,5996235.1618,10255305.1618,4259070.0,1.025531,10000000.0,1.0225
2023-03-23,5996235.1618,10291935.1618,4295700.0,1.029194,10000000.0,1.0255
2023-03-24,5996235.1618,10265295.1618,4269060.0,1.02653,10000000.0,1.0292
2023-03-27,5996235.1618,10192035.1618,4195800.0,1.019204,10000000.0,1.0265
2023-03-28,5996235.1618,10205355.1618,4209120.0,1.020536,10000000.0,1.0192
2023-03-29,5996235.1618,10168725.1618,4172490.0,1.016873,10000000.0,1.0205
2023-03-30,5996235.1618,10218675.1618,4222440.0,1.021868,10000000.0,1.0169
2023-03-31,5996235.1618,10168725.1618,4172490.0,1.016873,10000000.0,1.0219
2023-04-03,5996235.1618,10215345.1618,4219110.0,1.021535,10000000.0,1.0169
2023-04-04,5996235.1618,10208685.1618,4212450.0,1.020869,10000000.0,1.0215
2023-04-06,5996235.1618,10185375.1618,4189140.0,1.018538,10000000.0,1.0209
2023-04-07,5996235.1618,10198695.1618,4202460.0,1.01987,10000000.0,1.0185
2023-04-10,5996235.1618,10218675.1618,4222440.0,1.021868,10000000.0,1.0199
2023-04-11,5996235.1618,10172055.1618,4175820.0,1.017206,10000000.0,1.0219
2023-04-12,5996235.1618,10152075.1618,4155840.0,1.015208,10000000.0,1.0172
2023-04-13,5996235.1618,10178715.1618,4182480.0,1.017872,10000000.0,1.0152
2023-04-14,5996235.1618,10222005.1618,4225770.0,1.022201,10000000.0,1.0179
2023-04-17,5996235.1618,10301925.1618,4305690.0,1.030193,10000000.0,1.0222
2023-04-18,5996235.1618,10325235.1618,4329000.0,1.032524,10000000.0,1.0302
2023-04-19,5996235.1618,10275285.1618,4279050.0,1.027529,10000000.0,1.0325
2023-04-20,5996235.1618,10241985.1618,4245750.0,1.024199,10000000.0,1.0275
2023-04-21,5996235.1618,10158735.1618,4162500.0,1.015874,10000000.0,1.0242
2023-04-24,5996235.1618,10025535.1618,4029300.0,1.002554,10000000.0,1.0159
2023-04-25,5996235.1618,10085475.1618,4089240.0,1.008548,10000000.0,1.0026
2023-04-26,5996235.1618,10032195.1618,4035960.0,1.00322,10000000.0,1.0085
2023-04-27,5996235.1618,10078815.1618,4082580.0,1.007882,10000000.0,1.0032
2023-04-28,5996235.1618,10175385.1618,4179150.0,1.017539,10000000.0,1.0079
2023-05-04,5996235.1618,10235325.1618,4239090.0,1.023533,10000000.0,1.0175
2023-05-05,5996235.1618,10295265.1618,4299030.0,1.029527,10000000.0,1.0235
2023-05-08,5996235.1618,10431795.1618,4435560.0,1.04318,10000000.0,1.0295
2023-05-09,5996235.1618,10378515.1618,4382280.0,1.037852,10000000.0,1.0432
2023-05-10,5996235.1618,10271955.1618,4275720.0,1.027196,10000000.0,1.0379
2023-05-11,5996235.1618,10275285.1618,4279050.0,1.027529,10000000.0,1.0272
2023-05-12,5996235.1618,10198695.1618,4202460.0,1.01987,10000000.0,1.0275
2023-05-15,5996235.1618,10268625.1618,4272390.0,1.026863,10000000.0,1.0199
2023-05-16,5996235.1618,10198695.1618,4202460.0,1.01987,10000000.0,1.0269
2023-05-17,5996235.1618,10155405.1618,4159170.0,1.015541,10000000.0,1.0199
2023-05-18,5996235.1618,10155405.1618,4159170.0,1.015541,10000000.0,1.0155
2023-05-19,5996235.1618,10105455.1618,4109220.0,1.010546,10000000.0,1.0155
2023-05-22,5996235.1618,10118775.1618,4122540.0,1.011878,10000000.0,1.0105
2023-05-23,5996235.1618,10062165.1618,4065930.0,1.006217,10000000.0,1.0119
2023-05-24,5996235.1618,9995565.1618,3999330.0,0.999557,10000000.0,1.0062
2023-05-25,5996235.1618,9968925.1618,3972690.0,0.996893,10000000.0,0.9996
2023-05-26,5996235.1618,10025535.1618,4029300.0,1.002554,10000000.0,0.9969
2023-05-29,5996235.1618,9985575.1618,3989340.0,0.998558,10000000.0,1.0026
2023-05-30,5996235.1618,9948945.1618,3952710.0,0.994895,10000000.0,0.9986
2023-05-31,5996235.1618,9859035.1618,3862800.0,0.985904,10000000.0,0.9949
2023-06-01,5996235.1618,9855705.1618,3859470.0,0.985571,10000000.0,0.9859
2023-06-02,5996235.1618,9968925.1618,3972690.0,0.996893,10000000.0,0.9856
2023-06-05,5996235.1618,9962265.1618,3966030.0,0.996227,10000000.0,0.9969
2023-06-06,5996235.1618,9938955.1618,3942720.0,0.993896,10000000.0,0.9962
2023-06-07,5996235.1618,9972255.1618,3976020.0,0.997226,10000000.0,0.9939
2023-06-08,5996235.1618,10032195.1618,4035960.0,1.00322,10000000.0,0.9972
2023-06-09,5996235.1618,9952275.1618,3956040.0,0.995228,10000000.0,1.0032
2023-06-12,5996235.1618,9922305.1618,3926070.0,0.992231,10000000.0,0.9952
2023-06-13,5996235.1618,9915645.1618,3919410.0,0.991565,10000000.0,0.9922
2023-06-14,6091140.1618,9910650.1618,3819510.0,0.991065,10000000.0,0.9916
2023-06-15,6091140.1618,9957270.1618,3866130.0,0.995727,10000000.0,0.9911
2023-06-16,6091140.1618,9963930.1618,3872790.0,0.996393,10000000.0,0.9957
2023-06-19,6091140.1618,9903990.1618,3812850.0,0.990399,10000000.0,0.9964
2023-06-20,6091140.1618,9874020.1618,3782880.0,0.987402,10000000.0,0.9904
2023-06-21,6091140.1618,9870690.1618,3779550.0,0.987069,10000000.0,0.9874
2023-06-26,6091140.1618,9814080.1618,3722940.0,0.981408,10000000.0,0.9871
2023-06-27,6091140.1618,9847380.1618,3756240.0,0.984738,10000000.0,0.9814
2023-06-28,6091140.1618,9854040.1618,3762900.0,0.985404,10000000.0,0.9847
2023-06-29,6091140.1618,9814080.1618,3722940.0,0.981408,10000000.0,0.9854
2023-06-30,6091140.1618,9830730.1618,3739590.0,0.983073,10000000.0,0.9814
2023-07-03,6091140.1618,9917310.1618,3826170.0,0.991731,10000000.0,0.9831
2023-07-04,6091140.1618,9887340.1618,3796200.0,0.988734,10000000.0,0.9917
2023-07-05,6091140.1618,9867360.1618,3776220.0,0.986736,10000000.0,0.9887
2023-07-06,6091140.1618,9834060.1618,3742920.0,0.983406,10000000.0,0.9867
2023-07-07,6091140.1618,9820740.1618,3729600.0,0.982074,10000000.0,0.9834
2023-07-10,6091140.1618,9820740.1618,3729600.0,0.982074,10000000.0,0.9821
2023-07-11,6091140.1618,9824070.1618,3732930.0,0.982407,10000000.0,0.9821
2023-07-12,6091140.1618,9834060.1618,3742920.0,0.983406,10000000.0,0.9824
2023-07-13,6091140.1618,9897330.1618,3806190.0,0.989733,10000000.0,0.9834
2023-07-14,6091140.1618,9907320.1618,3816180.0,0.990732,10000000.0,0.9897
2023-07-17,6091140.1618,9857370.1618,3766230.0,0.985737,10000000.0,0.9907
2023-07-18,6091140.1618,9837390.1618,3746250.0,0.983739,10000000.0,0.9857
2023-07-19,6091140.1618,9857370.1618,3766230.0,0.985737,10000000.0,0.9837
2023-07-20,6091140.1618,9860700.1618,3769560.0,0.98607,10000000.0,0.9857
2023-07-21,6091140.1618,9867360.1618,3776220.0,0.986736,10000000.0,0.9861
2023-07-24,6091140.1618,9840720.1618,3749580.0,0.984072,10000000.0,0.9867
2023-07-25,6091140.1618,9993900.1618,3902760.0,0.99939,10000000.0,0.9841
2023-07-26,6091140.1618,9977250.1618,3886110.0,0.997725,10000000.0,0.9994
2023-07-27,6091140.1618,10003890.1618,3912750.0,1.000389,10000000.0,0.9977
2023-07-28,6091140.1618,10173720.1618,4082580.0,1.017372,10000000.0,1.0004
2023-07-31,6091140.1618,10193700.1618,4102560.0,1.01937,10000000.0,1.0174
2023-08-01,6091140.1618,10140420.1618,4049280.0,1.014042,10000000.0,1.0194
2023-08-02,6091140.1618,10097130.1618,4005990.0,1.009713,10000000.0,1.014
2023-08-03,6091140.1618,10197030.1618,4105890.0,1.019703,10000000.0,1.0097
2023-08-04,6091140.1618,10187040.1618,4095900.0,1.018704,10000000.0,1.0197
2023-08-07,6091140.1618,10140420.1618,4049280.0,1.014042,10000000.0,1.0187
2023-08-08,6091140.1618,10120440.1618,4029300.0,1.012044,10000000.0,1.014
2023-08-09,6091140.1618,10143750.1618,4052610.0,1.014375,10000000.0,1.012
2023-08-10,6091140.1618,10140420.1618,4049280.0,1.014042,10000000.0,1.0144
2023-08-11,6091140.1618,10050510.1618,3959370.0,1.005051,10000000.0,1.014
2023-08-14,6091140.1618,9977250.1618,3886110.0,0.997725,10000000.0,1.0051
2023-08-15,6091140.1618,9997230.1618,3906090.0,0.999723,10000000.0,0.9977
2023-08-16,6091140.1618,9997230.1618,3906090.0,0.999723,10000000.0,0.9997
2023-08-17,6091140.1618,9943950.1618,3852810.0,0.994395,10000000.0,0.9997
2023-08-18,6091140.1618,9940620.1618,3849480.0,0.994062,10000000.0,0.9944
2023-08-21,6091140.1618,9860700.1618,3769560.0,0.98607,10000000.0,0.9941
2023-08-22,6091140.1618,9877350.1618,3786210.0,0.987735,10000000.0,0.9861
2023-08-23,6091140.1618,9837390.1618,3746250.0,0.983739,10000000.0,0.9877
2023-08-24,6091140.1618,9797430.1618,3706290.0,0.979743,10000000.0,0.9837
2023-08-25,6091140.1618,9830730.1618,3739590.0,0.983073,10000000.0,0.9797
2023-08-28,6091140.1618,9927300.1618,3836160.0,0.99273,10000000.0,0.9831
2023-08-29,6091140.1618,9857370.1618,3766230.0,0.985737,10000000.0,0.9927
2023-08-30,6091140.1618,9797430.1618,3706290.0,0.979743,10000000.0,0.9857
2023-08-31,6091140.1618,9797430.1618,3706290.0,0.979743,10000000.0,0.9797
2023-09-01,6091140.1618,9860700.1618,3769560.0,0.98607,10000000.0,0.9797
2023-09-04,6091140.1618,9940620.1618,3849480.0,0.994062,10000000.0,0.9861
2023-09-05,6091140.1618,9884010.1618,3792870.0,0.988401,10000000.0,0.9941
2023-09-06,6091140.1618,9897330.1618,3806190.0,0.989733,10000000.0,0.9884
2023-09-07,6091140.1618,9864030.1618,3772890.0,0.986403,10000000.0,0.9897
2023-09-08,6091140.1618,9844050.1618,3752910.0,0.984405,10000000.0,0.9864
2023-09-11,6091140.1618,9867360.1618,3776220.0,0.986736,10000000.0,0.9844
2023-09-12,6091140.1618,9847380.1618,3756240.0,0.984738,10000000.0,0.9867
2023-09-13,6091140.1618,9837390.1618,3746250.0,0.983739,10000000.0,0.9847
2023-09-14,6091140.1618,9850710.1618,3759570.0,0.985071,10000000.0,0.9837
2023-09-15,6091140.1618,9827400.1618,3736260.0,0.98274,10000000.0,0.9851
2023-09-18,6091140.1618,9830730.1618,3739590.0,0.983073,10000000.0,0.9827
2023-09-19,6091140.1618,9824070.1618,3732930.0,0.982407,10000000.0,0.9831
2023-09-20,6091140.1618,9804090.1618,3712950.0,0.980409,10000000.0,0.9824
2023-09-21,6091140.1618,9770790.1618,3679650.0,0.977079,10000000.0,0.9804
2023-09-22,6091140.1618,9834060.1618,3742920.0,0.983406,10000000.0,0.9771
2023-09-25,6091140.1618,9827400.1618,3736260.0,0.98274,10000000.0,0.9834
2023-09-26,6091140.1618,9807420.1618,3716280.0,0.980742,10000000.0,0.9827
2023-09-27,6091140.1618,9810750.1618,3719610.0,0.981075,10000000.0,0.9807
2023-09-28,6091140.1618,9820740.1618,3729600.0,0.982074,10000000.0,0.9811
2023-10-09,6091140.1618,9790770.1618,3699630.0,0.979077,10000000.0,0.9821
2023-10-10,6091140.1618,9760800.1618,3669660.0,0.97608,10000000.0,0.9791
2023-10-11,6091140.1618,9747480.1618,3656340.0,0.974748,10000000.0,0.9761
2023-10-12,6091140.1618,9790770.1618,3699630.0,0.979077,10000000.0,0.9747
2023-10-13,6091140.1618,9754140.1618,3663000.0,0.975414,10000000.0,0.9791
2023-10-16,6091140.1618,9757470.1618,3666330.0,0.975747,10000000.0,0.9754
2023-10-17,6091140.1618,9760800.1618,3669660.0,0.97608,10000000.0,0.9757
2023-10-18,6091140.1618,9737490.1618,3646350.0,0.973749,10000000.0,0.9761
2023-10-19,6091140.1618,9620940.1618,3529800.0,0.962094,10000000.0,0.9737
2023-10-20,6091140.1618,9620940.1618,3529800.0,0.962094,10000000.0,0.9621
2023-10-23,6091140.1618,9587640.1618,3496500.0,0.958764,10000000.0,0.9621
2023-10-24,6091140.1618,9604290.1618,3513150.0,0.960429,10000000.0,0.9588
2023-10-25,6091140.1618,9547680.1618,3456540.0,0.954768,10000000.0,0.9604
